CDTS,EID,START_DATE,CALL_NUMBER,PRIORITY,REPORT_DATE,OFFENSE_DATE,OFFENSE_TIME,CALLTYPE_CODE,CALL_TYPE,FINAL_DISPO_CODE,FINAL_DISPO,ADDRESS,CITY,STATE
20240702230940PD,10075390,7/2/2024 12:00:00 AM,P241840975,6,7/2/2024 12:00:00 AM,7/2/2024 12:00:00 AM,22:28:14,1195,VEHICLE STOP,N,No report required; dispatch record only,SNELL AV & SKYWAY DR,San Jose,CA
20240711171329PD,10087235,7/11/2024 12:00:00 AM,P241930634,2,7/11/2024 12:00:00 AM,7/11/2024 12:00:00 AM,16:16:08,WELCK,WELFARE CHECK,CAN,Canceled,[200]-[300] W MISSION ST ,San Jose,CA
20240628181244PD,10069807,6/28/2024 12:00:00 AM,P241800626,2,6/28/2024 12:00:00 AM,6/28/2024 12:00:00 AM,17:44:15,911UNK,UNK TYPE 911 CALL,N,No report required; dispatch record only,BARACK OBAMA BL & N MONTGOMERY ST,San Jose,CA
20240102161516PS,9846420,1/2/2024 12:00:00 AM,P240020460,3,1/2/2024 12:00:00 AM,1/2/2024 12:00:00 AM,13:57:15,415F,"DISTURBANCE, FAMILY",CAN,Canceled,[1700]-[1800] DE MARIETTA AV ,San Jose,CA
20240207112440PS,9890574,6/12/2024 12:00:00 AM,P240380213,3,2/7/2024 12:00:00 AM,2/7/2024 12:00:00 AM,8:54:57,484,THEFT,A,Arrest Made,[400]-[500] N CAPITOL AV ,San Jose,CA
20240409194058PD,9968783,4/9/2024 12:00:00 AM,P241000636,4,4/9/2024 12:00:00 AM,4/9/2024 12:00:00 AM,17:43:26,1062,MEET THE CITIZEN,N,No report required; dispatch record only,[1300]-[1400] ALMADEN AV ,San Jose,CA
20240303044126PS,9921671,3/3/2024 12:00:00 AM,P240630151,2,3/3/2024 12:00:00 AM,3/3/2024 12:00:00 AM,04:24:41,415EMS,DISTURBANCE (COMBINED EVENT),GD,No Disposition,[0]-[100] N 1ST ST ,San Jose,CA
20240705150754PD,10079138,7/5/2024 12:00:00 AM,P241870564,2,7/5/2024 12:00:00 AM,7/5/2024 12:00:00 AM,13:58:54,415,DISTURBANCE,N,No report required; dispatch record only,[1700]-[1800] STORY RD ,San Jose,CA
20240605204212PD,10040445,6/5/2024 12:00:00 AM,P241570648,3,6/5/2024 12:00:00 AM,6/5/2024 12:00:00 AM,17:20:18,1125,TRAFFIC HAZARD,T,Turned over To (TOT),STORY RD & S WHITE RD,San Jose,CA
20241014040049PD,10208814,10/14/2024 12:00:00 AM,P242880125,3,10/14/2024 12:00:00 AM,10/14/2024 12:00:00 AM,03:40:53,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[500]-[600] S MARKET ST ,San Jose,CA
20240706015749PD,10079833,7/5/2024 12:00:00 AM,P241871029,4,7/5/2024 12:00:00 AM,7/5/2024 12:00:00 AM,22:55:27,1062,MEET THE CITIZEN,N,No report required; dispatch record only,[100]-[200] RANCHO DR ,San Jose,CA
20240824215314PD,10143778,8/24/2024 12:00:00 AM,P242370709,3,8/24/2024 12:00:00 AM,8/24/2024 12:00:00 AM,18:22:31,10851,STOLEN VEHICLE,R,Report taken,[300]-[400] RIVER OAKS PY ,San Jose,CA
20240920175531PD,10178391,9/21/2024 12:00:00 AM,P242640683,6,9/20/2024 12:00:00 AM,9/20/2024 12:00:00 AM,17:17:36,1195,VEHICLE STOP,N,No report required; dispatch record only,N 1ST ST & RIVER OAKS PL,San Jose,CA
20240718122704PD,10096071,7/21/2024 12:00:00 AM,P242000308,3,7/18/2024 12:00:00 AM,7/18/2024 12:00:00 AM,10:03:56,415,DISTURBANCE,N,No report required; dispatch record only,[0]-[100] S 12TH ST ,San Jose,CA
20241005064617PD,10197227,10/5/2024 12:00:00 AM,P242790182,2,10/5/2024 12:00:00 AM,10/5/2024 12:00:00 AM,04:54:00,1055,CORONERS CASE,N,No report required; dispatch record only,[2900]-[3000] DURANT AV ,San Jose,CA
20240404195323PD,9962963,4/4/2024 12:00:00 AM,P240950759,4,4/4/2024 12:00:00 AM,4/4/2024 12:00:00 AM,19:51:48,1066,SUSPICIOUS PERSON,CAN,Canceled,[3200]-[3300] LANDESS AV ,San Jose,CA
20240927200625PD,10187627,9/27/2024 12:00:00 AM,P242710824,6,9/27/2024 12:00:00 AM,9/27/2024 12:00:00 AM,19:49:53,1154,SUSPICIOUS VEHICLE,F,Field Interview (F.I.) Completed,RANCHO DR & SEVEN TREES BL,San Jose,CA
20240822040815PD,10140448,8/22/2024 12:00:00 AM,P242350101,6,8/22/2024 12:00:00 AM,8/22/2024 12:00:00 AM,04:04:15,1195,VEHICLE STOP,N,No report required; dispatch record only,TULLY RD & HURAN DR,San Jose,CA
20240403154443PD,9961443,4/3/2024 12:00:00 AM,P240940560,2,4/3/2024 12:00:00 AM,4/3/2024 12:00:00 AM,14:56:20,415EMS,DISTURBANCE (COMBINED EVENT),N,No report required; dispatch record only,[600]-[700] N 6TH ST ,San Jose,CA
20240401040508PD,9958222,4/1/2024 12:00:00 AM,P240920058,2,4/1/2024 12:00:00 AM,4/1/2024 12:00:00 AM,02:11:37,211A,ARMED ROBBERY,R,Report taken,[1800]-[1900] MIDFIELD AV ,San Jose,CA
20240918135524PD,10175616,9/18/2024 12:00:00 AM,P242620483,2,9/18/2024 12:00:00 AM,9/18/2024 12:00:00 AM,13:25:02,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[100]-[200] GRANITE ROCK WY ,San Jose,CA
20240509225623PD,10005898,5/9/2024 12:00:00 AM,P241300716,4,5/9/2024 12:00:00 AM,5/9/2024 12:00:00 AM,18:57:31,CIVIL,CIVIL MATTER,N,No report required; dispatch record only,[2900]-[3000] STORY RD ,San Jose,CA
20240512220240PD,10009698,5/12/2024 12:00:00 AM,P241330710,3,5/12/2024 12:00:00 AM,5/12/2024 12:00:00 AM,19:10:01,415W,"DISTURBANCE, WEAPON",N,No report required; dispatch record only,ELJA WY & ALLEN AV,San Jose,CA
20240819205244PD,10137594,8/19/2024 12:00:00 AM,P242320844,3,8/19/2024 12:00:00 AM,8/19/2024 12:00:00 AM,20:48:12,594,MALICIOUS MISCHIEF,CAN,Canceled,[2700]-[2800] AGUA VISTA DR ,San Jose,CA
20240605141709PD,10039976,6/5/2024 12:00:00 AM,P241570292,3,6/5/2024 12:00:00 AM,6/5/2024 12:00:00 AM,10:48:04,594,MALICIOUS MISCHIEF,R,Report taken,[100]-[100] E SANTA CLARA ST ,San Jose,CA
20240530120612PD,10032197,5/30/2024 12:00:00 AM,P241510407,4,5/30/2024 12:00:00 AM,5/30/2024 12:00:00 AM,11:59:11,484BOL,PETTY THEFT (BROADCAST ONLY),N,No report required; dispatch record only,[300]-[400] BARACK OBAMA BL ,San Jose,CA
20240122011740PS,9869466,1/21/2024 12:00:00 AM,P240210776,3,1/21/2024 12:00:00 AM,1/21/2024 12:00:00 AM,22:01:18,DVRO,VIOLATION OF PROTECTIVE ORDER,R,Report taken,[2800]-[2900] GARDEN AV ,San Jose,CA
20240702083537PD,10074286,7/2/2024 12:00:00 AM,P241840159,3,7/2/2024 12:00:00 AM,7/2/2024 12:00:00 AM,06:14:41,1033A,"ALARM, AUDIBLE",CAN,Canceled,[6500]-[6600] SANTA TERESA BL ,San Jose,CA
20240902224128PD,10155680,9/2/2024 12:00:00 AM,P242460920,6,9/2/2024 12:00:00 AM,9/2/2024 12:00:00 AM,22:31:22,1195,VEHICLE STOP,N,No report required; dispatch record only,W CAPITOL EX & SNELL AV,San Jose,CA
20240417205744PD,9978586,4/17/2024 12:00:00 AM,P241080848,2,4/17/2024 12:00:00 AM,4/17/2024 12:00:00 AM,20:35:33,451,ARSON (447A),N,No report required; dispatch record only,[2600]-[2700] SENTER CREEK CT ,San Jose,CA
20240824145542PD,10143529,8/24/2024 12:00:00 AM,P242370537,6,8/24/2024 12:00:00 AM,8/24/2024 12:00:00 AM,14:48:14,1195,VEHICLE STOP,N,No report required; dispatch record only,ALUM ROCK AV & JOSE FIGUERES AV,San Jose,CA
20240624214821PD,10064859,6/24/2024 12:00:00 AM,P241760758,2,6/24/2024 12:00:00 AM,6/24/2024 12:00:00 AM,19:15:29,6M,MISDEMEANOR WANT,B,Arrest by Warrant,[800]-[900] THE ALAMEDA ,San Jose,CA
20240816181744PD,10133509,8/16/2024 12:00:00 AM,P242290623,4,8/16/2024 12:00:00 AM,8/16/2024 12:00:00 AM,17:12:38,10851R,RECOVERED STOLEN VEHICLE,R,Report taken,N 1ST ST & BURTON AV,San Jose,CA
20241004100734PD,10196054,10/4/2024 12:00:00 AM,P242780298,3,10/4/2024 12:00:00 AM,10/4/2024 12:00:00 AM,09:55:10,WELCK,WELFARE CHECK,CAN,Canceled,[2400]-[2500] BERRYESSA RD ,San Jose,CA
20240428222746PD,9992215,4/28/2024 12:00:00 AM,P241190801,3,4/28/2024 12:00:00 AM,4/28/2024 12:00:00 AM,21:15:51,484BOL,PETTY THEFT (BROADCAST ONLY),N,No report required; dispatch record only,[1600]-[1700] MCKEE RD ,San Jose,CA
20240417113701PD,9977745,4/17/2024 12:00:00 AM,P241080183,3,4/17/2024 12:00:00 AM,4/17/2024 12:00:00 AM,08:17:48,415N,"DISTURBANCE, NEIGHBOR",GD,No Disposition,[400]-[500] S BUENA VISTA AV ,San Jose,CA
20240101065255PS,9844983,1/1/2024 12:00:00 AM,P240010302,3,1/1/2024 12:00:00 AM,1/1/2024 12:00:00 AM,06:10:35,1033A,"ALARM, AUDIBLE",CAN,Canceled,[2000]-[2100] HARTOG DR ,San Jose,CA
20240426050619PD,9988868,4/26/2024 12:00:00 AM,P241170086,2,4/26/2024 12:00:00 AM,4/26/2024 12:00:00 AM,03:40:00,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[1800]-[1900] CURTNER AV ,San Jose,CA
20241018053630PD,10213802,10/18/2024 12:00:00 AM,P242920136,4,10/18/2024 12:00:00 AM,10/18/2024 12:00:00 AM,05:33:35,415FC,"DISTURBANCE, FIRECRACKERS",CAN,Canceled,[900]-[1000] FOXWORTHY AV ,San Jose,CA
20240102190605PS,9846589,1/2/2024 12:00:00 AM,P240020587,3,1/2/2024 12:00:00 AM,1/2/2024 12:00:00 AM,16:57:12,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[2500]-[2600] CASTLETON DR ,San Jose,CA
20240309110008PS,9929492,3/9/2024 12:00:00 AM,P240690327,3,3/9/2024 12:00:00 AM,3/9/2024 12:00:00 AM,09:52:56,1062,MEET THE CITIZEN,U,Unfounded event,[1000]-[1100] MARASCHINO DR ,San Jose,CA
20240926192338PD,10186228,9/26/2024 12:00:00 AM,P242700717,3,9/26/2024 12:00:00 AM,9/26/2024 12:00:00 AM,19:01:36,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,PHELAN AV & LUCRETIA AV,San Jose,CA
20240701230606PD,10073894,7/1/2024 12:00:00 AM,P241830898,4,7/1/2024 12:00:00 AM,7/1/2024 12:00:00 AM,20:49:08,415,DISTURBANCE,CAN,Canceled,[5600]-[5700] LEXINGTON AV ,San Jose,CA
20241007062734PD,10199807,10/7/2024 12:00:00 AM,P242810133,3,10/7/2024 12:00:00 AM,10/7/2024 12:00:00 AM,04:44:06,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,[1000]-[1100] S 1ST ST ,San Jose,CA
20240206164023PS,9889661,6/12/2024 12:00:00 AM,P240370517,2,2/6/2024 12:00:00 AM,2/6/2024 12:00:00 AM,13:50:30,WELCK,WELFARE CHECK,G,Gone on Arrival/unable to locate,[2600]-[2700] NUESTRA CASTILLO CT ,San Jose,CA
20240308222710PS,9928943,3/8/2024 12:00:00 AM,P240680920,6,3/8/2024 12:00:00 AM,3/8/2024 12:00:00 AM,22:14:58,1195,VEHICLE STOP,N,No report required; dispatch record only,SNELL AV & TRADEWINDS DR,San Jose,CA
20240814010142PD,10129861,8/13/2024 12:00:00 AM,P242260634,3,8/13/2024 12:00:00 AM,8/13/2024 12:00:00 AM,17:46:42,1033A,"ALARM, AUDIBLE",NR,No Response,[5700]-[5800] WINFIELD BL ,San Jose,CA
20240624113831PD,10064309,6/24/2024 12:00:00 AM,P241760342,6,6/24/2024 12:00:00 AM,6/24/2024 12:00:00 AM,11:14:49,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",TERRAINE ST & DEVINE ST,San Jose,CA
20240514160545PD,10011688,5/14/2024 12:00:00 AM,P241350304,1,5/14/2024 12:00:00 AM,5/14/2024 12:00:00 AM,10:23:35,148,RESISTING ARREST,O,Supplemental report taken,[400]-[500] N CAPITOL AV ,San Jose,CA
20240309093802PS,9929473,3/9/2024 12:00:00 AM,P240690313,2,3/9/2024 12:00:00 AM,3/9/2024 12:00:00 AM,09:36:00,415,DISTURBANCE,CAN,Canceled,[400]-[500] S 2ND ST ,San Jose,CA
20240316014058PD,9938082,3/16/2024 12:00:00 AM,P240760050,3,3/16/2024 12:00:00 AM,3/16/2024 12:00:00 AM,01:04:27,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[200]-[300] N BASCOM AV ,San Jose,CA
20240905063001PD,10158620,9/5/2024 12:00:00 AM,P242490120,2,9/5/2024 12:00:00 AM,9/5/2024 12:00:00 AM,05:32:29,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[2100]-[2200] LANAI AV ,San Jose,CA
20240112012651PS,9857508,1/11/2024 12:00:00 AM,P240110906,4,1/11/2024 12:00:00 AM,1/11/2024 12:00:00 AM,23:23:16,415,DISTURBANCE,N,No report required; dispatch record only,[4900]-[5000] DICKINSON DR ,San Jose,CA
20240418012248PD,9978819,4/18/2024 12:00:00 AM,P241090046,2,4/18/2024 12:00:00 AM,4/18/2024 12:00:00 AM,01:06:44,WELCK,WELFARE CHECK,CAN,Canceled,[1000]-[1100] BLOSSOM HILL RD ,San Jose,CA
20240828212204PD,10149301,8/28/2024 12:00:00 AM,P242410867,2,8/28/2024 12:00:00 AM,8/28/2024 12:00:00 AM,21:06:35,1066,SUSPICIOUS PERSON,CAN,Canceled,[5600]-[5700] COTTLE RD ,San Jose,CA
20240308234647PS,9928600,3/8/2024 12:00:00 AM,P240680652,2,3/8/2024 12:00:00 AM,3/8/2024 12:00:00 AM,17:11:01,1065JX,MISSING FEMALE JUVENILE,R,Report taken,,San Jose,CA
20241005123709PD,10197522,10/5/2024 12:00:00 AM,P242790403,5,10/5/2024 12:00:00 AM,10/5/2024 12:00:00 AM,12:22:46,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,ARAUJO ST & MUENCH CT,San Jose,CA
20240909081030PD,10163900,9/9/2024 12:00:00 AM,P242530141,3,9/9/2024 12:00:00 AM,9/9/2024 12:00:00 AM,06:12:18,10851,STOLEN VEHICLE,R,Report taken,[2700]-[2800] OPHELIA CT ,San Jose,CA
20240324200806PD,9949338,3/24/2024 12:00:00 AM,P240840657,4,3/24/2024 12:00:00 AM,3/24/2024 12:00:00 AM,18:24:00,23103,RECKLESS DRIVING,N,No report required; dispatch record only,TULLY RD & E CAPITOL EX,San Jose,CA
20241006130816PD,10198888,10/6/2024 12:00:00 AM,P242800437,3,10/6/2024 12:00:00 AM,10/6/2024 12:00:00 AM,12:05:09,242,BATTERY,N,No report required; dispatch record only,[2200]-[2300] S BASCOM AV ,San Jose,CA
20240221224637PS,9908802,2/27/2024 12:00:00 AM,P240520830,4,2/21/2024 12:00:00 AM,2/21/2024 12:00:00 AM,20:27:08,415,DISTURBANCE,N,No report required; dispatch record only,RANCHO DR & SEVEN TREES BL,San Jose,CA
20240220184324PS,9907411,6/12/2024 12:00:00 AM,P240510711,2,2/20/2024 12:00:00 AM,2/20/2024 12:00:00 AM,17:46:34,FDAID,FIRE DEPARTMENT REQUEST FOR PD,N,No report required; dispatch record only,[0]-[100] E MISSION ST ,San Jose,CA
20240917202015PD,10174751,9/17/2024 12:00:00 AM,P242610771,2,9/17/2024 12:00:00 AM,9/17/2024 12:00:00 AM,20:09:02,WELCK,WELFARE CHECK,G,Gone on Arrival/unable to locate,[3900]-[4000] HAMILTON AV ,San Jose,CA
20240815230448PD,10132618,8/15/2024 12:00:00 AM,P242280917,3,8/15/2024 12:00:00 AM,8/15/2024 12:00:00 AM,22:50:40,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,[100]-[200] BALBACH ST ,San Jose,CA
20241025182830PD,10223264,10/25/2024 12:00:00 AM,P242990581,2,10/25/2024 12:00:00 AM,10/25/2024 12:00:00 AM,16:05:11,20001,FELONY HIT AND RUN,O,Supplemental report taken,N JACKSON AV & ALUM ROCK AV,San Jose,CA
20240517234807PD,10016539,5/17/2024 12:00:00 AM,P241380993,2,5/17/2024 12:00:00 AM,5/17/2024 12:00:00 AM,23:31:32,415,DISTURBANCE,N,No report required; dispatch record only,[5300]-[5400] ALMADEN EX ,San Jose,CA
20240215101004PS,9900830,6/12/2024 12:00:00 AM,P240460255,5,2/15/2024 12:00:00 AM,2/15/2024 12:00:00 AM,9:28:50,4000A,EXPIRED REGISTRATION,R,Report taken,[2500]-[2600] GREENGATE DR ,San Jose,CA
20240702022211PD,10074166,7/2/2024 12:00:00 AM,P241840076,3,7/2/2024 12:00:00 AM,7/2/2024 12:00:00 AM,01:53:54,602PC,TRESPASSING,N,No report required; dispatch record only,[2000]-[2100] FOREST AV ,San Jose,CA
20240601011855PD,10034461,6/1/2024 12:00:00 AM,P241530062,6,6/1/2024 12:00:00 AM,6/1/2024 12:00:00 AM,01:10:17,1195,VEHICLE STOP,N,No report required; dispatch record only,SIERRA RD & MORRILL AV,San Jose,CA
20240608105043PD,10043825,6/8/2024 12:00:00 AM,P241600303,2,6/8/2024 12:00:00 AM,6/8/2024 12:00:00 AM,10:32:56,FDAID,FIRE DEPARTMENT REQUEST FOR PD,GD,No Disposition,[2000]-[2100] MONTEREY RD ,San Jose,CA
20240513150414PD,10010543,5/13/2024 12:00:00 AM,P241340417,5,5/13/2024 12:00:00 AM,5/13/2024 12:00:00 AM,12:29:00,22500,PARKING VIOLATION,N,No report required; dispatch record only,[1900]-[2000] SOMERSWORTH DR ,San Jose,CA
20240120123246PS,9867704,1/20/2024 12:00:00 AM,P240200292,3,1/20/2024 12:00:00 AM,1/20/2024 12:00:00 AM,10:20:16,484,THEFT,R,Report taken,[1700]-[1800] ALUM ROCK AV ,San Jose,CA
20240630173707PD,10072259,6/30/2024 12:00:00 AM,P241820588,4,6/30/2024 12:00:00 AM,6/30/2024 12:00:00 AM,16:38:57,415M,"DISTURBANCE, MUSIC",CAN,Canceled,[300]-[400] N 9TH ST ,San Jose,CA
20240322174750PD,9946873,3/22/2024 12:00:00 AM,P240820721,3,3/22/2024 12:00:00 AM,3/22/2024 12:00:00 AM,17:35:59,1033A,"ALARM, AUDIBLE",CAN,Canceled,[600]-[700] N 1ST ST ,San Jose,CA
20240724083721PD,10103620,7/24/2024 12:00:00 AM,P242060204,5,7/24/2024 12:00:00 AM,7/24/2024 12:00:00 AM,08:00:26,22500,PARKING VIOLATION,R,Report taken,[1400]-[1500] OLD STONE WY ,San Jose,CA
20240605141229PD,10040144,6/5/2024 12:00:00 AM,P241570424,3,6/5/2024 12:00:00 AM,6/5/2024 12:00:00 AM,13:07:25,10851R,RECOVERED STOLEN VEHICLE,G,Gone on Arrival/unable to locate,[1700]-[1800] THE ALAMEDA ,San Jose,CA
20240209183229PS,9893742,6/12/2024 12:00:00 AM,P240400702,6,2/9/2024 12:00:00 AM,2/9/2024 12:00:00 AM,18:25:16,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",E SANTA CLARA ST & N 8TH ST,San Jose,CA
20240207180823PS,9891185,6/12/2024 12:00:00 AM,P240380677,3,2/7/2024 12:00:00 AM,2/7/2024 12:00:00 AM,17:58:09,415,DISTURBANCE,CAN,Canceled,[6200]-[6200] ENCINAL DR ,San Jose,CA
20240718125930PD,10096249,7/21/2024 12:00:00 AM,P242000452,2,7/18/2024 12:00:00 AM,7/18/2024 12:00:00 AM,12:39:38,WELCKEMS,WELFARE CHECK (COMBINED EVENT),T,Turned over To (TOT),[7000]-[7100] PELICAN RIDGE DR ,San Jose,CA
20240412133517PD,9972117,4/12/2024 12:00:00 AM,P241030370,3,4/12/2024 12:00:00 AM,4/12/2024 12:00:00 AM,13:35:17,WELCK,WELFARE CHECK,ADV,No Disposition,[2400]-[2500] SENTER RD ,San Jose,CA
20240605173519PD,10040420,6/5/2024 12:00:00 AM,P241570627,2,6/5/2024 12:00:00 AM,6/5/2024 12:00:00 AM,17:00:38,314,INDECENT EXPOSURE,G,Gone on Arrival/unable to locate,QUINN AV & SENTER RD,San Jose,CA
20241004152230PD,10196383,10/4/2024 12:00:00 AM,P242780551,2,10/4/2024 12:00:00 AM,10/4/2024 12:00:00 AM,14:47:32,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[400]-[500] S 4TH ST ,San Jose,CA
20240814203533PD,10131077,8/14/2024 12:00:00 AM,P242270653,4,8/14/2024 12:00:00 AM,8/14/2024 12:00:00 AM,18:19:35,1091,ANIMAL COMPLAINT,N,No report required; dispatch record only,[900]-[1000] STOCKTON AV ,San Jose,CA
20240511202149PD,10008378,5/11/2024 12:00:00 AM,P241320667,3,5/11/2024 12:00:00 AM,5/11/2024 12:00:00 AM,18:20:21,415,DISTURBANCE,N,No report required; dispatch record only,[5800]-[5900] SILVER CREEK VALLEY PL ,San Jose,CA
20240304170336PS,9923445,3/4/2024 12:00:00 AM,P240640655,2,3/4/2024 12:00:00 AM,3/4/2024 12:00:00 AM,16:44:06,415,DISTURBANCE,N,No report required; dispatch record only,[200]-[300] N BASCOM AV ,San Jose,CA
20240917101510PD,10174060,9/17/2024 12:00:00 AM,P242610254,3,9/17/2024 12:00:00 AM,9/17/2024 12:00:00 AM,09:40:43,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[2500]-[2600] SAMARITAN DR ,San Jose,CA
20240329195520PD,9955335,3/29/2024 12:00:00 AM,P240890528,6,3/29/2024 12:00:00 AM,3/29/2024 12:00:00 AM,15:36:42,1095,PEDESTRIAN STOP,N,No report required; dispatch record only,N 2ND ST & E ST JOHN ST,San Jose,CA
20240128152143PS,9877613,6/12/2024 12:00:00 AM,P240280479,3,1/28/2024 12:00:00 AM,1/28/2024 12:00:00 AM,14:13:55,1066,SUSPICIOUS PERSON,CAN,Canceled,,San Jose,CA
20240109202030PS,9855029,1/9/2024 12:00:00 AM,P240090715,2,1/9/2024 12:00:00 AM,1/9/2024 12:00:00 AM,19:47:07,415,DISTURBANCE,N,No report required; dispatch record only,POMONA AV & LITTLE ORCHARD ST,San Jose,CA
20240623012032PD,10062518,6/22/2024 12:00:00 AM,P241741017,4,6/22/2024 12:00:00 AM,6/22/2024 12:00:00 AM,23:26:52,415M,"DISTURBANCE, MUSIC",CAN,Canceled,SHADOW ESTATES & SILVER ESTATES,San Jose,CA
20240207115554PS,9890786,6/12/2024 12:00:00 AM,P240380376,5,2/7/2024 12:00:00 AM,2/7/2024 12:00:00 AM,11:55:40,1154,SUSPICIOUS VEHICLE,E,"Traffic Citation Issued, Non-Hazardous Violation",[1700]-[1800] ROSS CL ,San Jose,CA
20240509220443PD,10005860,5/9/2024 12:00:00 AM,P241300685,3,5/9/2024 12:00:00 AM,5/9/2024 12:00:00 AM,18:22:33,WELCK,WELFARE CHECK,CAN,Canceled,[0]-[100] N 5TH ST ,San Jose,CA
20240120213320PS,9868221,1/20/2024 12:00:00 AM,P240200663,4,1/20/2024 12:00:00 AM,1/20/2024 12:00:00 AM,19:32:10,487,GRAND THEFT,R,Report taken,[900]-[1000] BLOSSOM HILL RD ,San Jose,CA
20240201181428PS,9882749,6/12/2024 12:00:00 AM,P240320742,3,2/1/2024 12:00:00 AM,2/1/2024 12:00:00 AM,18:07:59,415,DISTURBANCE,CAN,Canceled,[1700]-[1800] S 10TH ST ,San Jose,CA
20240205151531PS,9887906,6/12/2024 12:00:00 AM,P240360211,4,2/5/2024 12:00:00 AM,2/5/2024 12:00:00 AM,8:24:33,10851R,RECOVERED STOLEN VEHICLE,O,Supplemental report taken,[600]-[700] KINGS ROW ,San Jose,CA
20241005092935PD,10197335,10/5/2024 12:00:00 AM,P242790266,2,10/5/2024 12:00:00 AM,10/5/2024 12:00:00 AM,08:23:35,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",N,No report required; dispatch record only,MONTEREY RD & CURTNER AV,San Jose,CA
20240717141440PD,10095035,7/21/2024 12:00:00 AM,P241990454,5,7/17/2024 12:00:00 AM,7/17/2024 12:00:00 AM,13:10:38,1154,SUSPICIOUS VEHICLE,O,Supplemental report taken,TENNANT AV & SILVER LEAF RD,San Jose,CA
20240813074959PD,10129246,8/13/2024 12:00:00 AM,P242260145,1,8/13/2024 12:00:00 AM,8/13/2024 12:00:00 AM,07:07:45,SUSCIR,SUSPICIOUS CIRCUMSTANCES,U,Unfounded event,[2200]-[2300] DENAIR AV ,San Jose,CA
20240520103306PD,10019384,5/20/2024 12:00:00 AM,P241410250,3,5/20/2024 12:00:00 AM,5/20/2024 12:00:00 AM,09:10:41,415,DISTURBANCE,DUPNCAN,No Disposition,BAYPOINTE PY & E TASMAN DR,San Jose,CA
20240318143415PD,9941178,3/18/2024 12:00:00 AM,P240780484,2,3/18/2024 12:00:00 AM,3/18/2024 12:00:00 AM,13:20:34,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[900]-[1000] COMMERCIAL ST ,San Jose,CA
20240709162820PD,10084605,7/9/2024 12:00:00 AM,P241910542,3,7/9/2024 12:00:00 AM,7/9/2024 12:00:00 AM,16:18:03,10851,STOLEN VEHICLE,CAN,Canceled,[1200]-[1300] WILLIAM CT ,San Jose,CA
20240629041710PD,10070435,6/29/2024 12:00:00 AM,P241810168,3,6/29/2024 12:00:00 AM,6/29/2024 12:00:00 AM,04:10:10,1033A,"ALARM, AUDIBLE",CAN,Canceled,[100]-[200] W TASMAN DR ,San Jose,CA
20240619201228PD,10058410,6/19/2024 12:00:00 AM,P241710778,2,6/19/2024 12:00:00 AM,6/19/2024 12:00:00 AM,19:24:17,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",N,No report required; dispatch record only,LINA LN & ADELINE AV,San Jose,CA
20240924153812PD,10183378,9/24/2024 12:00:00 AM,P242680565,2,9/24/2024 12:00:00 AM,9/24/2024 12:00:00 AM,14:35:19,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[2600]-[2700] KIMBALL DR ,San Jose,CA
20240428004026PD,9990819,4/27/2024 12:00:00 AM,P241180675,2,4/27/2024 12:00:00 AM,4/27/2024 12:00:00 AM,19:25:29,1179,"VEHICLE ACCIDENT, AMB DISPATCHED",A,Arrest Made,[1400]-[1500] CLAYTON RD ,San Jose,CA
20240514164731PD,10012162,5/14/2024 12:00:00 AM,P241350680,6,5/14/2024 12:00:00 AM,5/14/2024 12:00:00 AM,16:44:08,1195,VEHICLE STOP,N,No report required; dispatch record only,S CAPITOL AV & FLORENCE AV,San Jose,CA
20240721185528PD,10100369,7/21/2024 12:00:00 AM,P242030585,3,7/21/2024 12:00:00 AM,7/21/2024 12:00:00 AM,17:02:13,484,THEFT,R,Report taken,[2100]-[2200] MONTEREY RD ,San Jose,CA
20240306134048PS,9925785,3/6/2024 12:00:00 AM,P240660505,2,3/6/2024 12:00:00 AM,3/6/2024 12:00:00 AM,13:10:37,415,DISTURBANCE,N,No report required; dispatch record only,[1200]-[1300] PIEDMONT RD ,San Jose,CA
