CDTS,EID,START_DATE,CALL_NUMBER,PRIORITY,REPORT_DATE,OFFENSE_DATE,OFFENSE_TIME,CALLTYPE_CODE,CALL_TYPE,FINAL_DISPO_CODE,FINAL_DISPO,ADDRESS,CITY,STATE
20220602010804PD,9105984,6/2/2022 12:00:00 AM,P221530038,6,6/2/2022 12:00:00 AM,6/2/2022 12:00:00 AM,01:01:54,1095,PEDESTRIAN STOP,N,No report required; dispatch record only,N 1ST ST & METRO DR,San Jose,CA
20220827223308PD,9222390,8/27/2022 12:00:00 AM,P222390835,4,8/27/2022 12:00:00 AM,8/27/2022 12:00:00 AM,20:46:34,415M,"DISTURBANCE, MUSIC",G,Gone on Arrival/unable to locate,[1500]-[1600] TERILYN AV ,San Jose,CA
20220104141946PS,8917317,1/4/2022 12:00:00 AM,P220040492,2,1/4/2022 12:00:00 AM,1/4/2022 12:00:00 AM,13:26:32,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[700]-[800] MONTAGUE EX ,San Jose,CA
20220926075633PD,9262002,9/26/2022 12:00:00 AM,P222690138,3,9/26/2022 12:00:00 AM,9/26/2022 12:00:00 AM,04:46:04,10851,STOLEN VEHICLE,R,Report taken,[3700]-[3800] RIGOR DR ,San Jose,CA
20221115055613PS,9326216,11/15/2022 12:00:00 AM,P223190160,2,11/15/2022 12:00:00 AM,11/15/2022 12:00:00 AM,05:56:13,WELCK,WELFARE CHECK,ADV,No Disposition,[200]-[300] N JACKSON AV ,San Jose,CA
20220201111217PS,8951304,2/2/2022 12:00:00 AM,P220320355,3,2/1/2022 12:00:00 AM,2/1/2022 12:00:00 AM,10:42:36,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[3000]-[3100] PLUMSTEAD WY ,San Jose,CA
20220712122458PD,9160520,7/12/2022 12:00:00 AM,P221930394,2,7/12/2022 12:00:00 AM,7/12/2022 12:00:00 AM,12:13:54,1033S,"ALARM, SILENT",U,Unfounded event,[700]-[800] SUNSET GLEN DR ,San Jose,CA
20221014123029PD,9285899,10/14/2022 12:00:00 AM,P222870353,2,10/14/2022 12:00:00 AM,10/14/2022 12:00:00 AM,11:01:27,415,DISTURBANCE,N,No report required; dispatch record only,[800]-[900] SPINDRIFT WY ,San Jose,CA
20220918200323PD,9252108,9/18/2022 12:00:00 AM,P222610653,2,9/18/2022 12:00:00 AM,9/18/2022 12:00:00 AM,17:31:33,1066,SUSPICIOUS PERSON,G,Gone on Arrival/unable to locate,[2800]-[2900] AIELLO DR ,San Jose,CA
20221030152348PD,9306870,10/30/2022 12:00:00 AM,P223030538,2,10/30/2022 12:00:00 AM,10/30/2022 12:00:00 AM,15:02:28,415F,"DISTURBANCE, FAMILY",CAN,Canceled,[900]-[1000] WALNUT WOODS DR ,San Jose,CA
20220721034926PD,9172024,7/27/2022 12:00:00 AM,P222020126,2,7/21/2022 12:00:00 AM,7/21/2022 12:00:00 AM,03:42:27,1033A,"ALARM, AUDIBLE",G,Gone on Arrival/unable to locate,[5700]-[5800] SANTA TERESA BL ,San Jose,CA
20220316095237PD,9005995,3/16/2022 12:00:00 AM,P220750135,4,3/16/2022 12:00:00 AM,3/16/2022 12:00:00 AM,06:31:44,22500,PARKING VIOLATION,G,Gone on Arrival/unable to locate,[1500]-[1600] FLANIGAN DR ,San Jose,CA
20220328205352PD,9021843,3/28/2022 12:00:00 AM,P220870630,2,3/28/2022 12:00:00 AM,3/28/2022 12:00:00 AM,16:57:20,WELCK,WELFARE CHECK,G,Gone on Arrival/unable to locate,[2900]-[3000] PATT AV ,San Jose,CA
20220217152550PS,8972461,2/17/2022 12:00:00 AM,P220480605,3,2/17/2022 12:00:00 AM,2/17/2022 12:00:00 AM,14:59:53,1066,SUSPICIOUS PERSON,CAN,Canceled,TIOGA WY & CUSTER DR,San Jose,CA
20220114104322PS,8929125,1/14/2022 12:00:00 AM,P220140202,5,1/14/2022 12:00:00 AM,1/14/2022 12:00:00 AM,09:17:35,5150,MENTALLY DISTURBED PERSON,R,Report taken,[1400]-[1500] MABURY RD ,San Jose,CA
20220220070537PS,8975818,2/20/2022 12:00:00 AM,P220510198,2,2/20/2022 12:00:00 AM,2/20/2022 12:00:00 AM,06:13:52,415F,"DISTURBANCE, FAMILY",U,Unfounded event,[10200]-[10300] STONEHEDGE CT ,San Jose,CA
20221101043825PD,9308847,11/1/2022 12:00:00 AM,P223050119,3,11/1/2022 12:00:00 AM,11/1/2022 12:00:00 AM,03:20:58,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[400]-[500] N 3RD ST ,San Jose,CA
20221229195128PS,9380402,12/29/2022 12:00:00 AM,P223630744,2,12/29/2022 12:00:00 AM,12/29/2022 12:00:00 AM,19:37:37,1080,EXPLOSION,N,No report required; dispatch record only,LOBOS AV & SKYWAY DR,San Jose,CA
20220118133442PS,8933945,1/18/2022 12:00:00 AM,P220180445,3,1/18/2022 12:00:00 AM,1/18/2022 12:00:00 AM,12:30:32,10851,STOLEN VEHICLE,R,Report taken,[1200]-[1200] PEACH CT ,San Jose,CA
20220131190552PS,8950610,2/2/2022 12:00:00 AM,P220310745,3,1/31/2022 12:00:00 AM,1/31/2022 12:00:00 AM,18:55:48,23103,RECKLESS DRIVING,CAN,Canceled,LINCOLN AV & JANIS WY,San Jose,CA
20220715005036PD,9163858,7/14/2022 12:00:00 AM,P221950936,5,7/14/2022 12:00:00 AM,7/14/2022 12:00:00 AM,22:14:47,273A,CHILD ABUSE,A,Arrest Made,[3300]-[3400] MT MCKINLEY DR ,San Jose,CA
20220201160801PS,8951697,2/2/2022 12:00:00 AM,P220320679,2,2/1/2022 12:00:00 AM,2/1/2022 12:00:00 AM,15:29:10,1179,"VEHICLE ACCIDENT, AMB DISPATCHED",R,Report taken,WILLOW ST & LINCOLN AV,San Jose,CA
20221007133206PD,9276746,10/7/2022 12:00:00 AM,P222800369,5,10/7/2022 12:00:00 AM,10/7/2022 12:00:00 AM,10:53:26,22500,PARKING VIOLATION,N,No report required; dispatch record only,[0]-[100] EAGLEHAVEN CT ,San Jose,CA
20220531101522PD,9103593,5/31/2022 12:00:00 AM,P221510356,2,5/31/2022 12:00:00 AM,5/31/2022 12:00:00 AM,10:14:40,WELCKEMS,WELFARE CHECK (COMBINED EVENT),CAN,Canceled,SPRING ST & W TAYLOR ST,San Jose,CA
20220816041531PD,9206268,8/16/2022 12:00:00 AM,P222280125,3,8/16/2022 12:00:00 AM,8/16/2022 12:00:00 AM,03:39:14,1033A,"ALARM, AUDIBLE",DUPNCAN,No Disposition,[2300]-[2400] ALMADEN RD ,San Jose,CA
20221203231903PS,9349080,12/3/2022 12:00:00 AM,P223370782,6,12/3/2022 12:00:00 AM,12/3/2022 12:00:00 AM,22:29:32,1195,VEHICLE STOP,N,No report required; dispatch record only,MCLAUGHLIN & MCLAUGHLIN CT,San Jose,CA
20221012104312PD,9283151,10/12/2022 12:00:00 AM,P222850223,3,10/12/2022 12:00:00 AM,10/12/2022 12:00:00 AM,08:31:20,SUSCIR,SUSPICIOUS CIRCUMSTANCES,R,Report taken,[200]-[300] BLOSSOM HILL RD ,San Jose,CA
20221015220937PD,9287846,10/15/2022 12:00:00 AM,P222880804,4,10/15/2022 12:00:00 AM,10/15/2022 12:00:00 AM,21:29:05,415M,"DISTURBANCE, MUSIC",CAN,Canceled,CONTI CT & BRENNING DR,San Jose,CA
20220219071241PS,8974587,2/19/2022 12:00:00 AM,P220500166,1,2/19/2022 12:00:00 AM,2/19/2022 12:00:00 AM,07:09:36,1033S,"ALARM, SILENT",CAN,Canceled,[3000]-[3100] YERBA BUENA RD ,San Jose,CA
20220518210553PD,9086221,5/18/2022 12:00:00 AM,P221380903,1,5/18/2022 12:00:00 AM,5/18/2022 12:00:00 AM,19:55:58,1065JX,MISSING FEMALE JUVENILE,R,Report taken,[3200]-[3300] SAGEWOOD LN ,San Jose,CA
20221128130146PS,9342260,11/28/2022 12:00:00 AM,P223320420,5,11/28/2022 12:00:00 AM,11/28/2022 12:00:00 AM,12:54:16,22500,PARKING VIOLATION,E,"Traffic Citation Issued, Non-Hazardous Violation",[3000]-[3100] OLSEN DR ,San Jose,CA
20220331004815PD,9024842,3/30/2022 12:00:00 AM,P220891000,4,3/30/2022 12:00:00 AM,3/30/2022 12:00:00 AM,23:42:56,22500,PARKING VIOLATION,E,"Traffic Citation Issued, Non-Hazardous Violation",[1600]-[1700] HONEYSUCKLE DR ,San Jose,CA
20220522104620PD,9091155,5/22/2022 12:00:00 AM,P221420340,2,5/22/2022 12:00:00 AM,5/22/2022 12:00:00 AM,09:40:16,602PC,TRESPASSING,G,Gone on Arrival/unable to locate,[2600]-[2700] ALUM ROCK AV ,San Jose,CA
20220101132327PS,8913568,1/1/2022 12:00:00 AM,P220010478,5,1/1/2022 12:00:00 AM,1/1/2022 12:00:00 AM,13:17:39,AID,PUBLIC SAFETY ASSISTANCE,N,No report required; dispatch record only,,San Jose,CA
20220701180953PD,9145691,7/1/2022 12:00:00 AM,P221820510,3,7/1/2022 12:00:00 AM,7/1/2022 12:00:00 AM,14:17:06,602PC,TRESPASSING,A,Arrest Made,,San Jose,CA
20221204171308PS,9349685,12/4/2022 12:00:00 AM,P223380399,3,12/4/2022 12:00:00 AM,12/4/2022 12:00:00 AM,13:26:05,DVRO,VIOLATION OF PROTECTIVE ORDER,R,Report taken,[0]-[100] RIO ROBLES E,San Jose,CA
20220904150932PD,9232728,9/4/2022 12:00:00 AM,P222470476,3,9/4/2022 12:00:00 AM,9/4/2022 12:00:00 AM,15:04:40,415,DISTURBANCE,CAN,Canceled,S 4TH ST & E SAN CARLOS ST,San Jose,CA
20221020172709PD,9293964,10/20/2022 12:00:00 AM,P222930647,3,10/20/2022 12:00:00 AM,10/20/2022 12:00:00 AM,16:25:14,484,THEFT,N,No report required; dispatch record only,[2300]-[2400] LANSFORD AV ,San Jose,CA
20221031130650PD,9308015,10/31/2022 12:00:00 AM,P223040475,5,10/31/2022 12:00:00 AM,10/31/2022 12:00:00 AM,12:58:35,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,[600]-[700] WOOL CREEK DR ,San Jose,CA
20220815145852PD,9205178,8/15/2022 12:00:00 AM,P222270315,3,8/15/2022 12:00:00 AM,8/15/2022 12:00:00 AM,10:01:09,10851,STOLEN VEHICLE,R,Report taken,[0]-[100] LIVE OAK AV ,San Jose,CA
20220221132114PS,8977132,2/21/2022 12:00:00 AM,P220520348,2,2/21/2022 12:00:00 AM,2/21/2022 12:00:00 AM,12:15:46,10852,TAMPERING WITH A VEHICLE,R,Report taken,[1500]-[1600] WILLOWGATE DR ,San Jose,CA
20220217160415PS,8972433,2/17/2022 12:00:00 AM,P220480586,2,2/17/2022 12:00:00 AM,2/17/2022 12:00:00 AM,14:32:58,415,DISTURBANCE,N,No report required; dispatch record only,[700]-[800] S 10TH ST ,San Jose,CA
20220820150602PD,9212416,8/20/2022 12:00:00 AM,P222320486,5,8/20/2022 12:00:00 AM,8/20/2022 12:00:00 AM,14:14:40,487,GRAND THEFT,R,Report taken,[900]-[1000] BLOSSOM HILL RD ,San Jose,CA
20220220185426PS,8976333,2/20/2022 12:00:00 AM,P220510615,6,2/20/2022 12:00:00 AM,2/20/2022 12:00:00 AM,17:01:09,1195,VEHICLE STOP,N,No report required; dispatch record only,TULLY RD & EASTRIDGE WY,San Jose,CA
20220418202832PD,9048289,4/18/2022 12:00:00 AM,P221080851,1,4/18/2022 12:00:00 AM,4/18/2022 12:00:00 AM,20:26:32,1071,PERSON SHOT,CAN,Canceled,SB 680 FROM BERRYESSA RP & SB 680 TO MCKEE RP,San Jose,CA
20220423010115PD,9053433,4/23/2022 12:00:00 AM,P221130043,6,4/23/2022 12:00:00 AM,4/23/2022 12:00:00 AM,00:52:04,1195,VEHICLE STOP,N,No report required; dispatch record only,STORY RD & MCCREERY AV,San Jose,CA
20220630021330PD,9143720,6/30/2022 12:00:00 AM,P221810029,5,6/30/2022 12:00:00 AM,6/30/2022 12:00:00 AM,00:41:32,6M,MISDEMEANOR WANT,R,Report taken,TULLY RD & S 7TH ST,San Jose,CA
20221113100859PS,9323930,11/13/2022 12:00:00 AM,P223170270,5,11/13/2022 12:00:00 AM,11/13/2022 12:00:00 AM,09:44:46,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,N ALMADEN BL & W SANTA CLARA ST,San Jose,CA
20220913192236PD,9245663,9/13/2022 12:00:00 AM,P222560786,2,9/13/2022 12:00:00 AM,9/13/2022 12:00:00 AM,17:47:19,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[600]-[700] MINOR AV ,San Jose,CA
20220322164918PD,9014077,3/22/2022 12:00:00 AM,P220810479,2,3/22/2022 12:00:00 AM,3/22/2022 12:00:00 AM,13:15:56,10852,TAMPERING WITH A VEHICLE,A,Arrest Made,MESA DR & TUCSON DR,San Jose,CA
20220729074936PD,9182556,7/29/2022 12:00:00 AM,P222100155,3,7/29/2022 12:00:00 AM,7/29/2022 12:00:00 AM,05:46:22,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[1300]-[1400] N 1ST ST ,San Jose,CA
20220621194122PD,9132140,6/21/2022 12:00:00 AM,P221720598,2,6/21/2022 12:00:00 AM,6/21/2022 12:00:00 AM,14:38:13,WELCK,WELFARE CHECK,A,Arrest Made,[3000]-[3100] DAVID AV ,San Jose,CA
20220617222958PD,9127072,6/17/2022 12:00:00 AM,P221680732,3,6/17/2022 12:00:00 AM,6/17/2022 12:00:00 AM,19:06:31,WELCK,WELFARE CHECK,G,Gone on Arrival/unable to locate,WINFIELD BL & FURLONG DR,San Jose,CA
20220214121317PS,8968058,2/14/2022 12:00:00 AM,P220450260,3,2/14/2022 12:00:00 AM,2/14/2022 12:00:00 AM,08:59:16,242,BATTERY,R,Report taken,[700]-[800] S BASCOM AV ,San Jose,CA
20220928131806PD,9264978,9/28/2022 12:00:00 AM,P222710459,2,9/28/2022 12:00:00 AM,9/28/2022 12:00:00 AM,13:14:36,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",DUPNCAN,No Disposition,QUIMBY RD & RIGOLETTO DR,San Jose,CA
20220512005618PD,9077459,5/12/2022 12:00:00 AM,P221320030,2,5/12/2022 12:00:00 AM,5/12/2022 12:00:00 AM,00:49:36,1033,ALARM,GD,No Disposition,[1600]-[1700] PALA RANCH CL ,San Jose,CA
20220922111313PD,9256734,9/22/2022 12:00:00 AM,P222650310,5,9/22/2022 12:00:00 AM,9/22/2022 12:00:00 AM,10:26:08,22500,PARKING VIOLATION,R,Report taken,W HUMBOLDT ST & S 1ST ST,San Jose,CA
20220322054156PD,9013538,3/22/2022 12:00:00 AM,P220810072,3,3/22/2022 12:00:00 AM,3/22/2022 12:00:00 AM,02:03:34,459R,BURGLARY  REPORT  (460),R,Report taken,[600]-[700] E TRIMBLE RD ,San Jose,CA
20220807231451PD,9195511,8/7/2022 12:00:00 AM,P222190999,3,8/7/2022 12:00:00 AM,8/7/2022 12:00:00 AM,23:08:09,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,ORANGE ST & PELLEAS LN,San Jose,CA
20220704160403PD,9149634,7/4/2022 12:00:00 AM,P221850523,5,7/4/2022 12:00:00 AM,7/4/2022 12:00:00 AM,14:25:29,10851R,RECOVERED STOLEN VEHICLE,O,Supplemental report taken,[1000]-[1100] ST ELIZABETH DR ,San Jose,CA
20220630223127PD,9144905,6/30/2022 12:00:00 AM,P221810955,6,6/30/2022 12:00:00 AM,6/30/2022 12:00:00 AM,21:42:20,1195,VEHICLE STOP,B,Arrest by Warrant,N 4TH ST & E HEDDING ST,San Jose,CA
20220225144330PS,8981874,2/25/2022 12:00:00 AM,P220560305,2,2/25/2022 12:00:00 AM,2/25/2022 12:00:00 AM,10:26:16,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[200]-[300] W MISSION ST ,San Jose,CA
20220422045323PD,9052299,4/22/2022 12:00:00 AM,P221120104,3,4/22/2022 12:00:00 AM,4/22/2022 12:00:00 AM,04:47:27,1033A,"ALARM, AUDIBLE",CAN,Canceled,[300]-[400] S KIELY BL ,San Jose,CA
20220911172444PD,9242837,9/11/2022 12:00:00 AM,P222540606,3,9/11/2022 12:00:00 AM,9/11/2022 12:00:00 AM,16:26:11,242,BATTERY,R,Report taken,[1300]-[1400] W SAN CARLOS ST ,San Jose,CA
20220822223123PD,9215724,8/22/2022 12:00:00 AM,P222341007,6,8/22/2022 12:00:00 AM,8/22/2022 12:00:00 AM,22:03:37,1195,VEHICLE STOP,N,No report required; dispatch record only,POCO WY & S SUNSET AV,San Jose,CA
20220409234240PD,9037779,4/9/2022 12:00:00 AM,P220990856,4,4/9/2022 12:00:00 AM,4/9/2022 12:00:00 AM,22:04:05,415M,"DISTURBANCE, MUSIC",NR,No Response,[1200]-[1300] FLORA AV ,San Jose,CA
20221026172954PD,9301633,10/26/2022 12:00:00 AM,P222990561,3,10/26/2022 12:00:00 AM,10/26/2022 12:00:00 AM,14:49:57,1154,SUSPICIOUS VEHICLE,CAN,Canceled,SILVERLAND CT & GREENLAND WY,San Jose,CA
20220820230505PD,9213062,8/20/2022 12:00:00 AM,P222321004,2,8/20/2022 12:00:00 AM,8/20/2022 12:00:00 AM,23:02:30,WELCK,WELFARE CHECK,CAN,Canceled,OAKLAND RD & COMMERCIAL ST,San Jose,CA
20221228000458PS,9378247,12/27/2022 12:00:00 AM,P223610858,6,12/27/2022 12:00:00 AM,12/27/2022 12:00:00 AM,23:13:36,1095,PEDESTRIAN STOP,N,No report required; dispatch record only,BLOSSOM HILL RD & BESWICK DR,San Jose,CA
20220915002331PD,9247210,9/14/2022 12:00:00 AM,P222570928,2,9/14/2022 12:00:00 AM,9/14/2022 12:00:00 AM,22:50:42,415,DISTURBANCE,N,No report required; dispatch record only,BLOSSOM HILL RD & COTTLE RD,San Jose,CA
20220725092154PD,9177470,7/27/2022 12:00:00 AM,P222060249,5,7/25/2022 12:00:00 AM,7/25/2022 12:00:00 AM,08:35:53,22500,PARKING VIOLATION,R,Report taken,LOMA VERDE DR & S WINCHESTER BL,San Jose,CA
20221206193058PS,9352487,12/6/2022 12:00:00 AM,P223400651,3,12/6/2022 12:00:00 AM,12/6/2022 12:00:00 AM,16:19:30,10851,STOLEN VEHICLE,R,Report taken,[1000]-[1100] CORVETTE DR ,San Jose,CA
20220606142405PD,9111829,6/6/2022 12:00:00 AM,P221570455,3,6/6/2022 12:00:00 AM,6/6/2022 12:00:00 AM,11:58:59,1066P,SUSPICIOUS PACKAGE,CAN,Canceled,[600]-[700] N JACKSON AV ,San Jose,CA
20220319200043PD,9010585,3/20/2022 12:00:00 AM,P220780710,6,3/19/2022 12:00:00 AM,3/19/2022 12:00:00 AM,19:50:07,1095,PEDESTRIAN STOP,N,No report required; dispatch record only,S KING RD & E SAN FERNANDO ST,San Jose,CA
20220626104238PD,9138889,6/26/2022 12:00:00 AM,P221770329,2,6/26/2022 12:00:00 AM,6/26/2022 12:00:00 AM,10:27:37,1033S,"ALARM, SILENT",N,No report required; dispatch record only,[500]-[600] PARROTT ST ,San Jose,CA
20220428115012PD,9059782,4/28/2022 12:00:00 AM,P221180332,2,4/28/2022 12:00:00 AM,4/28/2022 12:00:00 AM,10:14:32,1181,"VEHICLE ACCIDENT, MINOR INJURIES",R,Report taken,[1400]-[1500] N 10TH ST ,San Jose,CA
20220627231406PD,9141097,6/27/2022 12:00:00 AM,P221781027,3,6/27/2022 12:00:00 AM,6/27/2022 12:00:00 AM,23:07:24,1066,SUSPICIOUS PERSON,GD,No Disposition,,San Jose,CA
20220125191528PS,8943107,1/26/2022 12:00:00 AM,P220250795,2,1/25/2022 12:00:00 AM,1/25/2022 12:00:00 AM,19:13:54,SUSCIR,SUSPICIOUS CIRCUMSTANCES,DUPNCAN,No Disposition,[1700]-[1800] HAMILTON AV ,San Jose,CA
20220510005904PD,9074955,5/10/2022 12:00:00 AM,P221300030,1,5/10/2022 12:00:00 AM,5/10/2022 12:00:00 AM,00:39:42,1066W,SUSPICIOUS PERSON W/ WEAPON,N,No report required; dispatch record only,[2400]-[2500] SENTER RD ,San Jose,CA
20221031225230PD,9308620,10/31/2022 12:00:00 AM,P223040957,1,10/31/2022 12:00:00 AM,10/31/2022 12:00:00 AM,22:29:56,415W,"DISTURBANCE, WEAPON",N,No report required; dispatch record only,[400]-[500] S MARKET ST ,San Jose,CA
20220321081454PD,9012295,3/21/2022 12:00:00 AM,P220800176,3,3/21/2022 12:00:00 AM,3/21/2022 12:00:00 AM,07:37:56,602PC,TRESPASSING,N,No report required; dispatch record only,[0]-[100] N 3RD ST ,San Jose,CA
20220306004855PS,8992949,3/7/2022 12:00:00 AM,P220640956,5,3/5/2022 12:00:00 AM,3/5/2022 12:00:00 AM,23:29:10,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,[900]-[1000] STORY RD ,San Jose,CA
20220426235845PD,9058110,4/26/2022 12:00:00 AM,P221160899,6,4/26/2022 12:00:00 AM,4/26/2022 12:00:00 AM,23:32:10,1195,VEHICLE STOP,E,"Traffic Citation Issued, Non-Hazardous Violation",E CAPITOL EX & EASTRIDGE LP,San Jose,CA
20220711195122PD,9159727,7/11/2022 12:00:00 AM,P221920888,3,7/11/2022 12:00:00 AM,7/11/2022 12:00:00 AM,19:37:09,459VEH,VEHICLE BURGLARY,CAN,Canceled,[500]-[600] NEWHALL DR ,San Jose,CA
20220106051310PS,8919005,1/5/2022 12:00:00 AM,P220050798,3,1/5/2022 12:00:00 AM,1/5/2022 12:00:00 AM,18:03:33,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[1700]-[1800] DE MARIETTA AV ,San Jose,CA
20220404185136PD,9030943,4/4/2022 12:00:00 AM,P220940655,3,4/4/2022 12:00:00 AM,4/4/2022 12:00:00 AM,16:51:41,484,THEFT,N,No report required; dispatch record only,[2800]-[2900] STEVENS CREEK BL ,San Jose,CA
20221017205110PD,9290258,10/17/2022 12:00:00 AM,P222900823,2,10/17/2022 12:00:00 AM,10/17/2022 12:00:00 AM,19:31:50,415,DISTURBANCE,N,No report required; dispatch record only,[2000]-[2100] N 1ST ST ,San Jose,CA
20220909090238PD,9239445,9/9/2022 12:00:00 AM,P222520240,2,9/9/2022 12:00:00 AM,9/9/2022 12:00:00 AM,08:29:40,WELCKEMS,WELFARE CHECK (COMBINED EVENT),GD,No Disposition,[1800]-[1900] STORY RD ,San Jose,CA
20221209173003PS,9356227,12/9/2022 12:00:00 AM,P223430599,6,12/9/2022 12:00:00 AM,12/9/2022 12:00:00 AM,17:25:20,1195,VEHICLE STOP,N,No report required; dispatch record only,E CAPITOL EX & SENTER RD,San Jose,CA
20220303023029PS,8989235,3/7/2022 12:00:00 AM,P220620066,3,3/3/2022 12:00:00 AM,3/3/2022 12:00:00 AM,01:47:25,459VEH,VEHICLE BURGLARY,R,Report taken,[1300]-[1400] DUBERT LN ,San Jose,CA
20221011105636PD,9281913,10/11/2022 12:00:00 AM,P222840277,3,10/11/2022 12:00:00 AM,10/11/2022 12:00:00 AM,09:21:45,10851,STOLEN VEHICLE,R,Report taken,[900]-[1000] PASCOE AV ,San Jose,CA
20221026145127PD,9301628,10/26/2022 12:00:00 AM,P222990556,6,10/26/2022 12:00:00 AM,10/26/2022 12:00:00 AM,14:46:06,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",E SANTA CLARA ST & N 17TH ST,San Jose,CA
20220630205129PD,9144786,6/30/2022 12:00:00 AM,P221810858,3,6/30/2022 12:00:00 AM,6/30/2022 12:00:00 AM,19:39:37,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[1200]-[1300] E SANTA CLARA ST ,San Jose,CA
20221110162120PS,9320749,11/10/2022 12:00:00 AM,P223140633,6,11/10/2022 12:00:00 AM,11/10/2022 12:00:00 AM,16:12:12,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",,San Jose,CA
20220807230858PD,9195506,8/7/2022 12:00:00 AM,P222190994,6,8/7/2022 12:00:00 AM,8/7/2022 12:00:00 AM,23:04:12,1195,VEHICLE STOP,N,No report required; dispatch record only,KEYES ST & S 10TH ST,San Jose,CA
20220205225237PS,8957403,2/5/2022 12:00:00 AM,P220360919,6,2/5/2022 12:00:00 AM,2/5/2022 12:00:00 AM,22:49:26,1195,VEHICLE STOP,N,No report required; dispatch record only,FOLEY AV & LANAI DR,San Jose,CA
20220629202459PD,9143417,6/29/2022 12:00:00 AM,P221800810,3,6/29/2022 12:00:00 AM,6/29/2022 12:00:00 AM,19:14:46,SUSCIR,SUSPICIOUS CIRCUMSTANCES,U,Unfounded event,[700]-[800] STORY RD ,San Jose,CA
20220327100546PD,9020318,3/27/2022 12:00:00 AM,P220860215,3,3/27/2022 12:00:00 AM,3/27/2022 12:00:00 AM,09:05:02,1154,SUSPICIOUS VEHICLE,G,Gone on Arrival/unable to locate,AVENIDA GRANDE & VIA MARIA,San Jose,CA
20220308003347PS,8995520,3/7/2022 12:00:00 AM,P220661007,2,3/7/2022 12:00:00 AM,3/7/2022 12:00:00 AM,21:44:01,911UNK,UNK TYPE 911 CALL,G,Gone on Arrival/unable to locate,PERUKA PL & COYOTE CREEK PL,San Jose,CA
20221031080154PD,9307669,10/31/2022 12:00:00 AM,P223040211,2,10/31/2022 12:00:00 AM,10/31/2022 12:00:00 AM,07:40:36,WELCK,WELFARE CHECK,N,No report required; dispatch record only,,San Jose,CA
20220123132846PS,8940030,1/26/2022 12:00:00 AM,P220230334,3,1/23/2022 12:00:00 AM,1/23/2022 12:00:00 AM,10:33:27,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[0]-[100] PARK ESSEX PL ,San Jose,CA
20220702210332PD,9147454,7/2/2022 12:00:00 AM,P221830822,6,7/2/2022 12:00:00 AM,7/2/2022 12:00:00 AM,20:54:55,1195,VEHICLE STOP,N,No report required; dispatch record only,N CAPITOL AV & GILCHRIST DR,San Jose,CA
20221225233251PS,9376045,12/25/2022 12:00:00 AM,P223590716,2,12/25/2022 12:00:00 AM,12/25/2022 12:00:00 AM,23:07:18,1067,PERSON CALLING FOR HELP,N,No report required; dispatch record only,[300]-[400] VIOLETA CT ,San Jose,CA
20220425020222PD,9055838,4/25/2022 12:00:00 AM,P221150051,2,4/25/2022 12:00:00 AM,4/25/2022 12:00:00 AM,01:32:56,23152,MISDEMEANOR DUI,G,Gone on Arrival/unable to locate,E SANTA CLARA ST & N 2ND ST,San Jose,CA
20221015023700PD,9286999,10/15/2022 12:00:00 AM,P222880129,3,10/15/2022 12:00:00 AM,10/15/2022 12:00:00 AM,02:36:21,1033A,"ALARM, AUDIBLE",DUPNCAN,No Disposition,[1500]-[1600] DENALI WY ,San Jose,CA
20221005132024PD,9274189,10/5/2022 12:00:00 AM,P222780436,2,10/5/2022 12:00:00 AM,10/5/2022 12:00:00 AM,12:41:09,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[3500]-[3600] PALMILLA DR ,San Jose,CA
20221011002507PD,9281582,10/11/2022 12:00:00 AM,P222840016,6,10/11/2022 12:00:00 AM,10/11/2022 12:00:00 AM,00:12:08,1195,VEHICLE STOP,N,No report required; dispatch record only,S BUENA VISTA AV & SANDRA KAY CT,San Jose,CA
20220221113020PS,8977070,2/21/2022 12:00:00 AM,P220520301,6,2/21/2022 12:00:00 AM,2/21/2022 12:00:00 AM,11:22:44,1195,VEHICLE STOP,N,No report required; dispatch record only,N 9TH ST & E ST JAMES ST,San Jose,CA
20220316231627PD,9006954,3/16/2022 12:00:00 AM,P220750901,4,3/16/2022 12:00:00 AM,3/16/2022 12:00:00 AM,21:37:53,FNDPRP,FOUND PROPERTY,R,Report taken,[0]-[100] HOLGER WY ,San Jose,CA
