CDTS,EID,START_DATE,CALL_NUMBER,PRIORITY,REPORT_DATE,OFFENSE_DATE,OFFENSE_TIME,CALLTYPE_CODE,CALL_TYPE,FINAL_DISPO_CODE,FINAL_DISPO,ADDRESS,CITY,STATE
20230306144840PS,9462609,3/6/2023 12:00:00 AM,P230650380,3,3/6/2023 12:00:00 AM,3/6/2023 12:00:00 AM,12:43:24,459R,BURGLARY  REPORT  (460),R,Report taken,[2600]-[2700] BERRYESSA RD ,San Jose,CA
20230814220410PD,9668945,8/14/2023 12:00:00 AM,P232260958,6,8/14/2023 12:00:00 AM,8/14/2023 12:00:00 AM,21:52:10,1195,VEHICLE STOP,N,No report required; dispatch record only,BARACK OBAMA BL & W SAN CARLOS ST,San Jose,CA
20230516221056PD,9552075,5/16/2023 12:00:00 AM,P231360761,3,5/16/2023 12:00:00 AM,5/16/2023 12:00:00 AM,18:35:48,602PC,TRESPASSING,N,No report required; dispatch record only,[500]-[600] E GISH RD ,San Jose,CA
20231006130846PD,9736229,10/6/2023 12:00:00 AM,P232790432,3,10/6/2023 12:00:00 AM,10/6/2023 12:00:00 AM,13:04:35,602PC,TRESPASSING,CAN,Canceled,[900]-[1000] S KING RD ,San Jose,CA
20230804063302PD,9655082,8/4/2023 12:00:00 AM,P232160067,6,8/4/2023 12:00:00 AM,8/4/2023 12:00:00 AM,02:24:20,1195,VEHICLE STOP,A,Arrest Made,S 1ST ST & MONTEREY RD,San Jose,CA
20231021092531PD,9755417,10/21/2023 12:00:00 AM,P232940284,3,10/21/2023 12:00:00 AM,10/21/2023 12:00:00 AM,09:15:25,1125,TRAFFIC HAZARD,N,No report required; dispatch record only,ROBERTS AV & STORY RD,San Jose,CA
20230910194046PD,9703568,9/10/2023 12:00:00 AM,P232530683,4,9/10/2023 12:00:00 AM,9/10/2023 12:00:00 AM,17:32:30,415M,"DISTURBANCE, MUSIC",CAN,Canceled,CINNABAR ST & STOCKTON AV,San Jose,CA
20230301191635PS,9457057,3/1/2023 12:00:00 AM,P230600750,4,3/1/2023 12:00:00 AM,3/1/2023 12:00:00 AM,19:10:24,22350,SPEEDING,N,No report required; dispatch record only,SAN BERNARDINO WY & COSTA MESA DR,San Jose,CA
20230824143841PD,9681226,8/24/2023 12:00:00 AM,P232360509,3,8/24/2023 12:00:00 AM,8/24/2023 12:00:00 AM,13:36:05,10851,STOLEN VEHICLE,R,Report taken,[2300]-[2400] OAKLAND RD ,San Jose,CA
20230710101443PD,9622715,7/10/2023 12:00:00 AM,P231910283,4,7/10/2023 12:00:00 AM,7/10/2023 12:00:00 AM,09:40:22,22500,PARKING VIOLATION,R,Report taken,[5900]-[6000] MORAGA AV ,San Jose,CA
20230729134917PD,9647659,7/29/2023 12:00:00 AM,P232100424,3,7/29/2023 12:00:00 AM,7/29/2023 12:00:00 AM,12:27:24,602PC,TRESPASSING,N,No report required; dispatch record only,[500]-[600] COLEMAN AV ,San Jose,CA
20230120144322PS,9407189,1/20/2023 12:00:00 AM,P230200505,2,1/20/2023 12:00:00 AM,1/20/2023 12:00:00 AM,14:28:33,WELCK,WELFARE CHECK,G,Gone on Arrival/unable to locate,[900]-[1000] BLOSSOM HILL RD ,San Jose,CA
20230109151052PS,9393414,1/9/2023 12:00:00 AM,P230090488,3,1/9/2023 12:00:00 AM,1/9/2023 12:00:00 AM,14:05:39,415N,"DISTURBANCE, NEIGHBOR",N,No report required; dispatch record only,[1300]-[1400] LINCOLN AV ,San Jose,CA
20231223121606PS,9834809,12/23/2023 12:00:00 AM,P233570353,2,12/23/2023 12:00:00 AM,12/23/2023 12:00:00 AM,11:50:12,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,[3700]-[3800] DEEDHAM DR ,San Jose,CA
20230218190032PS,9443388,2/18/2023 12:00:00 AM,P230490676,3,2/18/2023 12:00:00 AM,2/18/2023 12:00:00 AM,18:24:35,1033A,"ALARM, AUDIBLE",U,Unfounded event,[500]-[600] N 20TH ST ,San Jose,CA
20230727135654PD,9644987,7/27/2023 12:00:00 AM,P232080421,2,7/27/2023 12:00:00 AM,7/27/2023 12:00:00 AM,12:36:10,WELCK,WELFARE CHECK,G,Gone on Arrival/unable to locate,[1700]-[1800] CALLE DE PLATA ,San Jose,CA
20230226154011PS,9453133,2/26/2023 12:00:00 AM,P230570438,3,2/26/2023 12:00:00 AM,2/26/2023 12:00:00 AM,13:52:04,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,[600]-[700] COLLEGE DR ,San Jose,CA
20230602012314PD,9573251,6/1/2023 12:00:00 AM,P231520987,3,6/1/2023 12:00:00 AM,6/1/2023 12:00:00 AM,22:17:32,415,DISTURBANCE,N,No report required; dispatch record only,[3400]-[3500] DOMINICK CT ,San Jose,CA
20230802042545PD,9652444,8/2/2023 12:00:00 AM,P232140108,6,8/2/2023 12:00:00 AM,8/2/2023 12:00:00 AM,03:49:41,1195X,VEHICLE STOP ON FEMALE,F,Field Interview (F.I.) Completed,E ST JOHN ST & N 9TH ST,San Jose,CA
20230813160047PD,9667137,8/13/2023 12:00:00 AM,P232250506,2,8/13/2023 12:00:00 AM,8/13/2023 12:00:00 AM,15:06:11,AID,PUBLIC SAFETY ASSISTANCE,GD,No Disposition,[8700]-[8800] MCCARTY RANCH DR ,San Jose,CA
20230824175019PD,9681442,8/24/2023 12:00:00 AM,P232360668,2,8/24/2023 12:00:00 AM,8/24/2023 12:00:00 AM,16:31:21,415,DISTURBANCE,N,No report required; dispatch record only,[3400]-[3500] SIERRA RD ,San Jose,CA
20231222171419PS,9833783,12/22/2023 12:00:00 AM,P233560600,2,12/22/2023 12:00:00 AM,12/22/2023 12:00:00 AM,16:25:46,1066,SUSPICIOUS PERSON,G,Gone on Arrival/unable to locate,[2900]-[3000] ABORN SQ ,San Jose,CA
20230618185559PD,9594840,6/18/2023 12:00:00 AM,P231690720,6,6/18/2023 12:00:00 AM,6/18/2023 12:00:00 AM,18:39:49,1195,VEHICLE STOP,N,No report required; dispatch record only,S KING RD & LIDO WY,San Jose,CA
20230913000017PD,9706634,9/12/2023 12:00:00 AM,P232551060,2,9/12/2023 12:00:00 AM,9/12/2023 12:00:00 AM,23:30:52,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[2300]-[2400] QUIMBY RD ,San Jose,CA
20231117231654PS,9790011,11/17/2023 12:00:00 AM,P233210936,6,11/17/2023 12:00:00 AM,11/17/2023 12:00:00 AM,23:05:04,1195,VEHICLE STOP,N,No report required; dispatch record only,S 8TH ST & E SAN FERNANDO ST,San Jose,CA
20230915034529PD,9709379,9/15/2023 12:00:00 AM,P232580061,3,9/15/2023 12:00:00 AM,9/15/2023 12:00:00 AM,01:51:57,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,[3600]-[3700] GREENLEE DR ,San Jose,CA
20231217224915PS,9827739,12/17/2023 12:00:00 AM,P233510819,6,12/17/2023 12:00:00 AM,12/17/2023 12:00:00 AM,22:46:45,1195,VEHICLE STOP,N,No report required; dispatch record only,CHECKERS DR & SCHULTE DR,San Jose,CA
20230603183415PD,9575566,6/3/2023 12:00:00 AM,P231540688,2,6/3/2023 12:00:00 AM,6/3/2023 12:00:00 AM,18:11:54,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[5300]-[5400] AREZZO WY ,San Jose,CA
20230610170510PD,9584490,6/10/2023 12:00:00 AM,P231610598,2,6/10/2023 12:00:00 AM,6/10/2023 12:00:00 AM,16:51:34,FDAID,FIRE DEPARTMENT REQUEST FOR PD,GD,No Disposition,[400]-[500] S BUENA VISTA AV ,San Jose,CA
20230515074602PD,9549561,5/14/2023 12:00:00 AM,P231340872,2,5/14/2023 12:00:00 AM,5/14/2023 12:00:00 AM,21:59:59,243,BATTERY ON AN OFFICER,R,Report taken,[100]-[100] W SAN FERNANDO ST ,San Jose,CA
20230108164931PS,9392297,1/8/2023 12:00:00 AM,P230080491,3,1/8/2023 12:00:00 AM,1/8/2023 12:00:00 AM,15:56:11,415,DISTURBANCE,G,Gone on Arrival/unable to locate,[0]-[100] CURTNER AV ,San Jose,CA
20230703184608PD,9614274,7/3/2023 12:00:00 AM,P231840788,3,7/3/2023 12:00:00 AM,7/3/2023 12:00:00 AM,18:42:43,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,MT BLANC WY & ROCKY MTN,San Jose,CA
20230721034312PD,9636574,7/21/2023 12:00:00 AM,P232020144,2,7/21/2023 12:00:00 AM,7/21/2023 12:00:00 AM,03:09:47,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,[3700]-[3700] CASA VERDE ST ,San Jose,CA
20230219164455PS,9444513,2/19/2023 12:00:00 AM,P230500580,2,2/19/2023 12:00:00 AM,2/19/2023 12:00:00 AM,16:44:55,911UNK,UNK TYPE 911 CALL,ADV,No Disposition,PINA LN & MANZANA PL,San Jose,CA
20230309013101PS,9465743,3/9/2023 12:00:00 AM,P230680031,1,3/9/2023 12:00:00 AM,3/9/2023 12:00:00 AM,01:05:04,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[2600]-[2700] NORTHWOOD DR ,San Jose,CA
20231104230840PD,9774048,11/4/2023 12:00:00 AM,P233080885,6,11/4/2023 12:00:00 AM,11/4/2023 12:00:00 AM,22:57:24,1095,PEDESTRIAN STOP,N,No report required; dispatch record only,CURTNER AV & ALMADEN EX,San Jose,CA
20230710053421PD,9622515,7/10/2023 12:00:00 AM,P231910129,3,7/10/2023 12:00:00 AM,7/10/2023 12:00:00 AM,05:14:30,1070,PROWLER,N,No report required; dispatch record only,[700]-[800] TIMOR CT ,San Jose,CA
20230511012946PD,9544562,5/11/2023 12:00:00 AM,P231310024,6,5/11/2023 12:00:00 AM,5/11/2023 12:00:00 AM,00:42:12,1195,VEHICLE STOP,N,No report required; dispatch record only,STORY RD & S WHITE RD,San Jose,CA
20230310224641PS,9467929,3/10/2023 12:00:00 AM,P230690822,4,3/10/2023 12:00:00 AM,3/10/2023 12:00:00 AM,22:05:32,415,DISTURBANCE,N,No report required; dispatch record only,E SANTA CLARA ST & N 5TH ST,San Jose,CA
20230415103422PD,9512559,4/15/2023 12:00:00 AM,P231050250,2,4/15/2023 12:00:00 AM,4/15/2023 12:00:00 AM,09:32:30,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[5400]-[5500] SEAN CL ,San Jose,CA
20231028192205PD,9764894,10/28/2023 12:00:00 AM,P233010709,2,10/28/2023 12:00:00 AM,10/28/2023 12:00:00 AM,19:16:07,415,DISTURBANCE,CAN,Canceled,[900]-[1000] BLOSSOM HILL RD ,San Jose,CA
20231026151638PD,9761885,10/26/2023 12:00:00 AM,P232990456,3,10/26/2023 12:00:00 AM,10/26/2023 12:00:00 AM,13:42:03,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",N,No report required; dispatch record only,BRYAN AV & MALVINI DR,San Jose,CA
20231211061147PS,9818898,12/11/2023 12:00:00 AM,P233450138,2,12/11/2023 12:00:00 AM,12/11/2023 12:00:00 AM,05:39:36,911UNK,UNK TYPE 911 CALL,DUPNCAN,No Disposition,[2500]-[2600] FONTAINE RD ,San Jose,CA
20230421210909PD,9520660,4/21/2023 12:00:00 AM,P231110813,1,4/21/2023 12:00:00 AM,4/21/2023 12:00:00 AM,20:45:19,1033S,"ALARM, SILENT",N,No report required; dispatch record only,[1700]-[1800] THE ALAMEDA ,San Jose,CA
20230812023521PD,9665215,8/11/2023 12:00:00 AM,P232231038,2,8/11/2023 12:00:00 AM,8/11/2023 12:00:00 AM,23:41:02,SUSCIR,SUSPICIOUS CIRCUMSTANCES,O,Supplemental report taken,[6100]-[6200] SNELL AV ,San Jose,CA
20230801205302PD,9652109,8/1/2023 12:00:00 AM,P232130899,4,8/1/2023 12:00:00 AM,8/1/2023 12:00:00 AM,20:03:39,4000A,EXPIRED REGISTRATION,O,Supplemental report taken,[3200]-[3300] ORIOLE DR ,San Jose,CA
20230101190646PS,9384080,1/1/2023 12:00:00 AM,P230010734,2,1/1/2023 12:00:00 AM,1/1/2023 12:00:00 AM,18:48:05,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[5400]-[5500] ENTRADA CEDROS ,San Jose,CA
20231111203015PS,9782320,11/11/2023 12:00:00 AM,P233150679,3,11/11/2023 12:00:00 AM,11/11/2023 12:00:00 AM,19:19:16,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[200]-[300] W MISSION ST ,San Jose,CA
20231028131612PD,9764376,10/28/2023 12:00:00 AM,P233010328,3,10/28/2023 12:00:00 AM,10/28/2023 12:00:00 AM,10:55:15,594,MALICIOUS MISCHIEF,O,Supplemental report taken,[600]-[700] N 13TH ST ,San Jose,CA
20230207205950PS,9429903,2/7/2023 12:00:00 AM,P230380799,2,2/7/2023 12:00:00 AM,2/7/2023 12:00:00 AM,20:30:02,415A,"DISTURBANCE, FIGHT",G,Gone on Arrival/unable to locate,[5000]-[5100] ALMADEN EX ,San Jose,CA
20230331223655PD,9494418,3/31/2023 12:00:00 AM,P230900962,3,3/31/2023 12:00:00 AM,3/31/2023 12:00:00 AM,22:03:23,1154,SUSPICIOUS VEHICLE,CAN,Canceled,KOCH LN & ALMADEN EX,San Jose,CA
20230203193440PS,9425090,2/4/2023 12:00:00 AM,P230340707,5,2/3/2023 12:00:00 AM,2/3/2023 12:00:00 AM,18:17:22,10851R,RECOVERED STOLEN VEHICLE,O,Supplemental report taken,[200]-[300] PRESERVATION DR ,San Jose,CA
20231010094906PD,9741041,10/10/2023 12:00:00 AM,P232830198,3,10/10/2023 12:00:00 AM,10/10/2023 12:00:00 AM,08:13:22,10851,STOLEN VEHICLE,R,Report taken,[600]-[700] MOHICAN DR ,San Jose,CA
20231223104103PS,9834676,12/23/2023 12:00:00 AM,P233570250,4,12/23/2023 12:00:00 AM,12/23/2023 12:00:00 AM,09:25:22,1062,MEET THE CITIZEN,O,Supplemental report taken,[1200]-[1300] ADRIAN WY ,San Jose,CA
20230610113829PD,9584076,6/10/2023 12:00:00 AM,P231610293,3,6/10/2023 12:00:00 AM,6/10/2023 12:00:00 AM,09:24:29,459VEH,VEHICLE BURGLARY,R,Report taken,[800]-[900] SINBAD AV ,San Jose,CA
20230713203017PD,9627227,7/13/2023 12:00:00 AM,P231940803,2,7/13/2023 12:00:00 AM,7/13/2023 12:00:00 AM,20:13:42,FDAID,FIRE DEPARTMENT REQUEST FOR PD,CAN,Canceled,[100]-[200] PIERCE AV ,San Jose,CA
20230215061919PS,9438587,2/14/2023 12:00:00 AM,P230450891,2,2/14/2023 12:00:00 AM,2/14/2023 12:00:00 AM,23:49:06,242,BATTERY,O,Supplemental report taken,[10400]-[10500] SINGLETON RD ,San Jose,CA
20230404004207PD,9498217,4/4/2023 12:00:00 AM,P230940006,4,4/4/2023 12:00:00 AM,4/4/2023 12:00:00 AM,00:05:25,415,DISTURBANCE,CAN,Canceled,[1300]-[1400] THE ALAMEDA ,San Jose,CA
20230923175308PD,9720275,9/24/2023 12:00:00 AM,P232660599,2,9/23/2023 12:00:00 AM,9/23/2023 12:00:00 AM,17:44:38,415,DISTURBANCE,N,No report required; dispatch record only,[2900]-[3000] E CAPITOL EX ,San Jose,CA
20230328113852PD,9489917,3/28/2023 12:00:00 AM,P230870346,6,3/28/2023 12:00:00 AM,3/28/2023 12:00:00 AM,11:35:47,1195,VEHICLE STOP,N,No report required; dispatch record only,[100]-[200] GRAHAM AV ,San Jose,CA
20230407224423PD,9503347,4/7/2023 12:00:00 AM,P230970929,5,4/7/2023 12:00:00 AM,4/7/2023 12:00:00 AM,22:10:14,1154,SUSPICIOUS VEHICLE,F,Field Interview (F.I.) Completed,[1600]-[1700] BURDETTE DR ,San Jose,CA
20230507035324PD,9539664,5/7/2023 12:00:00 AM,P231270133,2,5/7/2023 12:00:00 AM,5/7/2023 12:00:00 AM,03:24:33,415,DISTURBANCE,N,No report required; dispatch record only,[2600]-[2700] MCKEE RD ,San Jose,CA
20230926104355PD,9723190,9/26/2023 12:00:00 AM,P232690120,2,9/26/2023 12:00:00 AM,9/26/2023 12:00:00 AM,04:12:07,459,BURGLARY (460),O,Supplemental report taken,[1600]-[1700] SENTER RD ,San Jose,CA
20230522013028PD,9559203,5/22/2023 12:00:00 AM,P231420049,2,5/22/2023 12:00:00 AM,5/22/2023 12:00:00 AM,01:00:25,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[800]-[900] N 14TH ST ,San Jose,CA
20231009001759PD,9739522,10/8/2023 12:00:00 AM,P232810926,2,10/8/2023 12:00:00 AM,10/8/2023 12:00:00 AM,22:56:37,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[600]-[700] N KING RD ,San Jose,CA
20231218003945PS,9827777,12/17/2023 12:00:00 AM,P233510852,4,12/17/2023 12:00:00 AM,12/17/2023 12:00:00 AM,23:32:16,FNDPRP,FOUND PROPERTY,N,No report required; dispatch record only,[300]-[400] S MARKET ST ,San Jose,CA
20231103172434PD,9772301,11/3/2023 12:00:00 AM,P233070594,3,11/3/2023 12:00:00 AM,11/3/2023 12:00:00 AM,15:48:18,10851,STOLEN VEHICLE,R,Report taken,[300]-[400] N 9TH ST ,San Jose,CA
20231119192608PS,9792216,11/19/2023 12:00:00 AM,P233230676,6,11/19/2023 12:00:00 AM,11/19/2023 12:00:00 AM,19:17:29,1195,VEHICLE STOP,N,No report required; dispatch record only,S 21ST ST & E SAN ANTONIO ST,San Jose,CA
20231013143714PD,9744959,10/13/2023 12:00:00 AM,P232860276,2,10/13/2023 12:00:00 AM,10/13/2023 12:00:00 AM,10:17:02,415A,"DISTURBANCE, FIGHT",N,No report required; dispatch record only,[200]-[300] BLOSSOM HILL RD ,San Jose,CA
20230102174031PS,9385108,1/2/2023 12:00:00 AM,P230020550,2,1/2/2023 12:00:00 AM,1/2/2023 12:00:00 AM,16:45:46,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,[1100]-[1200] CLARK WY ,San Jose,CA
20230718142601PD,9633162,7/18/2023 12:00:00 AM,P231990511,3,7/18/2023 12:00:00 AM,7/18/2023 12:00:00 AM,14:20:23,602PC,TRESPASSING,CAN,Canceled,[1300]-[1400] N 1ST ST ,San Jose,CA
20230508072819PD,9540967,5/8/2023 12:00:00 AM,P231280141,3,5/8/2023 12:00:00 AM,5/8/2023 12:00:00 AM,06:59:06,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[1000]-[1100] STORY RD ,San Jose,CA
20230104203209PS,9387653,1/4/2023 12:00:00 AM,P230040715,4,1/4/2023 12:00:00 AM,1/4/2023 12:00:00 AM,19:13:20,1062,MEET THE CITIZEN,H,Courtesy Service/Citizen or agency assist,[700]-[800] CONCORD AV ,San Jose,CA
20231128084629PS,9802347,11/28/2023 12:00:00 AM,P233320109,3,11/28/2023 12:00:00 AM,11/28/2023 12:00:00 AM,05:47:39,10851,STOLEN VEHICLE,R,Report taken,[400]-[500] N WHITE RD ,San Jose,CA
20230909203133PD,9702360,9/9/2023 12:00:00 AM,P232520770,1,9/9/2023 12:00:00 AM,9/9/2023 12:00:00 AM,19:59:40,1066W,SUSPICIOUS PERSON W/ WEAPON,N,No report required; dispatch record only,[100]-[200] ELODIE WY ,San Jose,CA
20230701045938PD,9610675,7/1/2023 12:00:00 AM,P231820071,4,7/1/2023 12:00:00 AM,7/1/2023 12:00:00 AM,01:03:27,10851R,RECOVERED STOLEN VEHICLE,R,Report taken,[700]-[800] PALM ST ,San Jose,CA
20231108030006PS,9777943,11/8/2023 12:00:00 AM,P233120065,2,11/8/2023 12:00:00 AM,11/8/2023 12:00:00 AM,02:43:59,AID,PUBLIC SAFETY ASSISTANCE,CAN,Canceled,[2900]-[3000] MAGLIOCCO DR ,San Jose,CA
20230802014212PD,9652388,8/2/2023 12:00:00 AM,P232140059,3,8/2/2023 12:00:00 AM,8/2/2023 12:00:00 AM,01:31:58,415,DISTURBANCE,CAN,Canceled,[700]-[800] S 11TH ST ,San Jose,CA
20230505171436PD,9537445,5/5/2023 12:00:00 AM,P231250607,2,5/5/2023 12:00:00 AM,5/5/2023 12:00:00 AM,16:09:15,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[0]-[100] N MARKET ST ,San Jose,CA
20231116084911PS,9787837,11/16/2023 12:00:00 AM,P233200156,2,11/16/2023 12:00:00 AM,11/16/2023 12:00:00 AM,08:02:22,602PC,TRESPASSING,N,No report required; dispatch record only,[600]-[700] S 2ND ST ,San Jose,CA
20231112223440PS,9783813,11/12/2023 12:00:00 AM,P233160955,6,11/12/2023 12:00:00 AM,11/12/2023 12:00:00 AM,22:30:31,1195,VEHICLE STOP,N,No report required; dispatch record only,STORY RD & LUCRETIA AV,San Jose,CA
20230605190143PD,9578312,6/5/2023 12:00:00 AM,P231560823,2,6/5/2023 12:00:00 AM,6/5/2023 12:00:00 AM,18:42:03,1066,SUSPICIOUS PERSON,CAN,Canceled,[100]-[200] BERNAL RD ,San Jose,CA
20230402235119PD,9496722,4/2/2023 12:00:00 AM,P230920798,2,4/2/2023 12:00:00 AM,4/2/2023 12:00:00 AM,21:50:51,WELCKEMS,WELFARE CHECK (COMBINED EVENT),N,No report required; dispatch record only,[700]-[800] CURTNER AV ,San Jose,CA
20231006123529PD,9736110,10/6/2023 12:00:00 AM,P232790342,2,10/6/2023 12:00:00 AM,10/6/2023 12:00:00 AM,11:05:39,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[1400]-[1500] GRACE AV ,San Jose,CA
20230110095338PS,9394574,1/10/2023 12:00:00 AM,P230100346,4,1/10/2023 12:00:00 AM,1/10/2023 12:00:00 AM,08:19:04,22500,PARKING VIOLATION,E,"Traffic Citation Issued, Non-Hazardous Violation",RALEIGH RD & AUTUMN MEADOW DR,San Jose,CA
20230203031311PS,9424265,2/4/2023 12:00:00 AM,P230340068,3,2/3/2023 12:00:00 AM,2/3/2023 12:00:00 AM,02:02:02,1065F,"FOUND, MISSING PERSON",O,Supplemental report taken,[2200]-[2200] EASTRIDGE LP ,San Jose,CA
20230403023937PD,9496950,4/3/2023 12:00:00 AM,P230930107,2,4/3/2023 12:00:00 AM,4/3/2023 12:00:00 AM,02:32:34,FDAID,FIRE DEPARTMENT REQUEST FOR PD,CAN,Canceled,[900]-[1000] S KING RD ,San Jose,CA
20230428202052PD,9529303,4/28/2023 12:00:00 AM,P231180770,2,4/28/2023 12:00:00 AM,4/28/2023 12:00:00 AM,19:24:35,WELCK,WELFARE CHECK,H,Courtesy Service/Citizen or agency assist,[1900]-[2000] MCKEE RD ,San Jose,CA
20230715030655PD,9628838,7/15/2023 12:00:00 AM,P231960108,3,7/15/2023 12:00:00 AM,7/15/2023 12:00:00 AM,02:22:35,1066,SUSPICIOUS PERSON,CAN,Canceled,[0]-[100] S 28TH ST ,San Jose,CA
20230628145935PD,9607419,6/28/2023 12:00:00 AM,P231790489,2,6/28/2023 12:00:00 AM,6/28/2023 12:00:00 AM,13:56:41,415,DISTURBANCE,N,No report required; dispatch record only,E SANTA CLARA ST & S 19TH ST,San Jose,CA
20230126200605PS,9415213,1/26/2023 12:00:00 AM,P230260791,3,1/26/2023 12:00:00 AM,1/26/2023 12:00:00 AM,19:16:17,1033A,"ALARM, AUDIBLE",CAN,Canceled,[900]-[1000] E SANTA CLARA ST ,San Jose,CA
20230715134513PD,9629259,7/15/2023 12:00:00 AM,P231960441,2,7/15/2023 12:00:00 AM,7/15/2023 12:00:00 AM,13:31:04,WELCKEMS,WELFARE CHECK (COMBINED EVENT),N,No report required; dispatch record only,[0]-[100] N JACKSON AV ,San Jose,CA
20230630222757PD,9610453,6/30/2023 12:00:00 AM,P231810936,6,6/30/2023 12:00:00 AM,6/30/2023 12:00:00 AM,22:22:49,1195,VEHICLE STOP,N,No report required; dispatch record only,E GISH RD & KERLEY DR,San Jose,CA
20230207023352PS,9428980,2/7/2023 12:00:00 AM,P230380065,6,2/7/2023 12:00:00 AM,2/7/2023 12:00:00 AM,02:16:15,1195,VEHICLE STOP,N,No report required; dispatch record only,E CAPITOL EX & OCALA AV,San Jose,CA
20230710032327PD,9622471,7/10/2023 12:00:00 AM,P231910095,3,7/10/2023 12:00:00 AM,7/10/2023 12:00:00 AM,03:04:29,1033A,"ALARM, AUDIBLE",CAN,Canceled,[1800]-[1900] S 10TH ST ,San Jose,CA
20230825184858PD,9682951,8/25/2023 12:00:00 AM,P232370777,5,8/25/2023 12:00:00 AM,8/25/2023 12:00:00 AM,18:34:24,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,ABORN RD & TOWERS LN,San Jose,CA
20230505091641PD,9536957,5/5/2023 12:00:00 AM,P231250224,3,5/5/2023 12:00:00 AM,5/5/2023 12:00:00 AM,08:36:04,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",N,No report required; dispatch record only,[1500]-[1600] EL PASEO DE SARATOGA ,San Jose,CA
20231222070415PS,9833194,12/22/2023 12:00:00 AM,P233560152,3,12/22/2023 12:00:00 AM,12/22/2023 12:00:00 AM,06:12:06,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,[1800]-[1900] SABLE PL ,San Jose,CA
20230709235801PD,9622339,7/9/2023 12:00:00 AM,P231900893,6,7/9/2023 12:00:00 AM,7/9/2023 12:00:00 AM,23:37:39,1195,VEHICLE STOP,N,No report required; dispatch record only,W SAN CARLOS ST & MERIDIAN AV,San Jose,CA
20230404003944PD,9498158,4/3/2023 12:00:00 AM,P230931050,3,4/3/2023 12:00:00 AM,4/3/2023 12:00:00 AM,23:05:38,1033A,"ALARM, AUDIBLE",CAN,Canceled,[1800]-[1900] ALUM ROCK AV ,San Jose,CA
20230611111416PD,9585323,6/11/2023 12:00:00 AM,P231620265,4,6/11/2023 12:00:00 AM,6/11/2023 12:00:00 AM,08:42:22,415M,"DISTURBANCE, MUSIC",R,Report taken,[300]-[400] S MARKET ST ,San Jose,CA
20231007174435PD,9737823,10/7/2023 12:00:00 AM,P232800606,3,10/7/2023 12:00:00 AM,10/7/2023 12:00:00 AM,16:47:47,1033A,"ALARM, AUDIBLE",CAN,Canceled,[1200]-[1300] N CAPITOL AV ,San Jose,CA
20230519011014PD,9555220,5/19/2023 12:00:00 AM,P231390046,6,5/19/2023 12:00:00 AM,5/19/2023 12:00:00 AM,01:09:09,1095,PEDESTRIAN STOP,DUPNCAN,No Disposition,QUIMBY RD & KEPPLER CT,San Jose,CA
20230103134222PS,9386016,1/3/2023 12:00:00 AM,P230030462,2,1/3/2023 12:00:00 AM,1/3/2023 12:00:00 AM,13:12:42,FDAID,FIRE DEPARTMENT REQUEST FOR PD,T,Turned over To (TOT),[1800]-[1900] SEAVIEW DR ,San Jose,CA
20230520193440PD,9557510,5/21/2023 12:00:00 AM,P231400727,6,5/20/2023 12:00:00 AM,5/20/2023 12:00:00 AM,19:20:59,1195,VEHICLE STOP,N,No report required; dispatch record only,S MARKET ST & PARK AV,San Jose,CA
20230202081229PS,9423164,2/2/2023 12:00:00 AM,P230330163,4,2/2/2023 12:00:00 AM,2/2/2023 12:00:00 AM,07:35:17,10851R,RECOVERED STOLEN VEHICLE,G,Gone on Arrival/unable to locate,[4200]-[4300] SAYOKO CL ,San Jose,CA
20230117113538PS,9403280,1/17/2023 12:00:00 AM,P230170328,5,1/17/2023 12:00:00 AM,1/17/2023 12:00:00 AM,10:56:03,22500,PARKING VIOLATION,R,Report taken,[1400]-[1500] CALIENTE WY ,San Jose,CA
20230819215250PD,9675142,8/19/2023 12:00:00 AM,P232310791,2,8/19/2023 12:00:00 AM,8/19/2023 12:00:00 AM,21:33:27,SUSCIR,SUSPICIOUS CIRCUMSTANCES,G,Gone on Arrival/unable to locate,[0]-[100] N 17TH ST ,San Jose,CA
